Restaurant ,Category,Item_Name ,Item_Description,Calories,Carbs,Fat,Protein,Fiber,TransFat,Sodium,Sugar
McDonald's,Salads,Premium Bacon Ranch Salad,Premium Bacon Ranch Salad w/out Chicken,140,10,7,9,3,0,300,4
Friendly's,Sandwiches,"Grilled Cheese, Kids","Grilled Cheese; Choice in Kids Meal Level 1: Drink, Entree, Side, Dessert",350,35,18,9,2,0,1040,4
Pizza Hut,Pizza,"=""Veggie Lover's Garlic Parmesan, 12"" Medium Hand-Tossed Style Pizza""","=""Veggie Lover's Garlic Parmesan, 12"" Medium Hand-Tossed Style Pizza""",200,27,7,9,2,0,550,4
Pizza Hut,Pizza,"=""Veggie Lover's, 12"" Medium Hand-Tossed Style Pizza""","=""Veggie Lover's, 12"" Medium Hand-Tossed Style Pizza""",200,27,6,9,2,0,530,4
Bob Evans,Sandwiches,Grilled Cheese Sandwich,Grilled Cheese Sandwich,350,22,15,9,2,1,729,4
Whataburger,Entrees,Biscuit & Gravy,"Biscuit & Gravy, Breakfast",510,48,30,9,1,0,1660,4
O'Charley's,Soup,"Overloaded Potato Soup, Bowl","Overloaded Potato Soup, Bowl",288,27,17,9,1,4,1920,4
Boston Market,Entrees,"Mac & Cheese, Kids","Mac & Cheese, Kids, Entree",230,27,9,9,1,0,850,4
Pizza Hut,Pizza,"Italian Sausage & Red Onion, 12"" Medium Thin 'n Crispy Pizza","Italian Sausage & Red Onion, 12"" Medium Thin 'n Crispy Pizza",220,23,10,9,1,0,580,4
Pizza Hut,Pizza,"Spicy Sicilian, 12"" Medium Thin 'n Crispy Pizza","Spicy Sicilian, 12"" Medium Thin 'n Crispy Pizza",220,22,10,9,1,0,750,4
Pizza Hut,Pizza,"Cheese, 12"" Medium Thin 'n Crispy Pizza","Cheese, 12"" Medium Thin 'n Crispy Pizza",190,22,8,9,1,0,550,4
Pizza Hut,Pizza,"Pepperoni & Mushrooms, 12"" Medium Thin 'n Crispy Pizza","Pepperoni & Mushrooms, 12"" Medium Thin 'n Crispy Pizza",180,22,8,9,1,0,540,4
Pizza Hut,Pizza,"Pepperoni, 12"" Medium Thin 'n Crispy Pizza","Pepperoni, 12"" Medium Thin 'n Crispy Pizza",200,21,9,9,1,0,610,4
Panera Bread,Toppings & Ingredients,"Almond Chicken Salad, for Half Napa Almond Chicken Salad on Sesame Semolina Sandwich","Almond Chicken Salad, for Half Napa Almond Chicken Salad on Sesame Semolina Sandwich",160,6,12,9,0,0,120,4
Culver's,Appetizers & Sides,"Mashed Potatoes & Gravy, Large","Mashed Potatoes & Gravy, Large",440,73,10,9,6,0,1684,3
White Castle,Fried Potatoes,"French Fries, New Jersey Region, Medium","French Fries, New Jersey Region, Medium",630,60,39,9,6,0,70,3
Bob Evans,Soup,"Sausage Chili, Cup","Sausage Chili, Cup",237,15,15,9,6,0,661,3
Subway,Toppings & Ingredients,"Wheat Bread w/ Omega-3 ALA, 6''","Wheat Bread w/ Omega-3 ALA, 6''",230,44,3,9,4,0,310,3
White Castle,Fried Potatoes,"Chili Cheese Fries, New Jersey Region, Small","Chili Cheese Fries, New Jersey Region, Small",370,34,22,9,4,0,570,3
Outback Steakhouse,Appetizers & Sides,Crab & Avocado Stack,"Crab & Avocado Stack, Aussie-tizers to Share",240,18,16,9,4,0.4,598,3
Popeyes,Appetizers & Sides,"Mashed Potatoes, Large","Mashed Potatoes, Signature Sides, Large",330,54,12,9,3,0,1770,3
Carl's Jr.,Entrees,"Biscuit 'n' Gravy, Available only in California","Biscuit 'n' Gravy, Available only in California",450,50,24,9,3,0,1320,3
Boston Market,Appetizers & Sides,Loaded Mashed Potatoes,"Loaded Mashed Potatoes, Home Style Sides",310,31,16,9,3,0,840,3
Panda Express,Entrees,Broccoli Beef,"Broccoli Beef, Wok Smart Entrees are 250 Calories or Less per Single Serving",120,13,4,9,3,0,660,3
Wendy's,Toppings & Ingredients,Chili,"Chili, 4 oz, for Chili Cheese Fries & Baja Chili Salad",100,10,3,9,3,0,440,3
Quiznos,Toppings & Ingredients,"Italian White Bread, for Regular Sandwiches","Italian White Bread, for Regular Sandwiches",300,56,4,9,2,0,630,3
Zaxby's,Sandwiches,Kiddie Cheese Meal,Kiddie Cheese Meal w/ 3 oz Crinkle Fries,490,49,29,9,2,0,820,3
Steak 'N Shake,Baked Goods,Bagel,"Bagel, Homestyle Breakfast",240,49,1,9,2,0,490,3
Tim Hortons,Baked Goods,Cheddar Cheese Bagel,Cheddar Cheese Bagel,220,40,3,9,2,0,450,3
Jamba Juice,Baked Goods,Cheddar Onion Bread,Cheddar Onion Bread,240,34,8,9,2,0,410,3
Pizza Hut,Pizza,"Veggie Lover's, 12"" Medium Pan Pizza","Veggie Lover's, 12"" Medium Pan Pizza",230,28,9,9,2,0,500,3
Dominos,Pizza,"Hand Tossed Crust, Deluxe Feast, Medium, 12''","Hand Tossed Crust, Deluxe Feast, Medium, 12''",230,27,10,9,2,0,550,3
Dominos,Pizza,"Hand Tossed Crust, Deluxe Feast, Small, 10''","Hand Tossed Crust, Deluxe Feast, Small, 10''",240,27,10,9,2,0,530,3
Jason's Deli,Soup,"Chicken Pot Pie w/ Pastry, Cup","Chicken Pot Pie w/ Pastry, Cup, Soups",210,22,10,9,2,0,810,3
Tim Hortons,Soup,"Beef Noodle Soup, Regular","Beef Noodle Soup, Regular",190,33,2.5,9,1,0,1160,3
Papa John's,Pizza,"The Works Pizza, Original Crust, Medium","The Works Pizza, Original Crust, Specialty Pizza, Medium",230,27,9,9,1,0,650,3
Papa John's,Pizza,"The Works Pizza, Original Crust, Small","The Works Pizza, Original Crust, Specialty Pizza, Small",220,26,9,9,1,0,620,3
Papa John's,Pizza,"Pepperoni Pizza, Original Crust, Medium","Pepperoni Pizza, Original Crust, Specialty Pizzas, Medium",230,26,10,9,1,0,610,3
Papa John's,Pizza,"Spicy Italian Pizza, Original Crust, Pizza for One","Spicy Italian Pizza, Original Crust, Specialty Pizzas, Pizza for One",240,25,12,9,1,0,630,3
Papa John's,Pizza,"Spicy Italian Pizza, Original Crust, Small","Spicy Italian Pizza, Original Crust, Specialty Pizzas, Small",240,25,11,9,1,0,610,3
Papa John's,Pizza,"Tuscan Six Cheese Pizza, Original Crust, Pizza for One","Tuscan Six Cheese Pizza, Original Crust, Specialty Pizzas, Pizza for One",210,25,8,9,1,0,520,3
Golden Corral,Entrees,Macaroni & Cheese,"Macaroni & Cheese, Hot Buffet",190,19,9,9,1,1,450,3
Dominos,Toppings & Ingredients,"Italian Sausage, for Small Pizzas","Italian Sausage, for Small Pizzas",250,6,21,9,0,0,740,3
Culver's,Toppings & Ingredients,"American Processed Cheese, for The Culver's Deluxe, Triple","American Processed Cheese, for The Culver's Deluxe, Triple & Triple Butterburger w/ Cheese",210,3,18,9,0,0,960,3
El Pollo Loco,Appetizers & Sides,Chips & Guacamole,Chips & Guacamole,740,77,46,9,9,0,740,2
Zaxby's,Fried Potatoes,"8 oz Crinkle Fries, Large","8 oz Crinkle Fries, Large",580,77,26,9,6,0,780,2
Panera Bread,Soup,"Low Fat Vegetarian Black Bean, You Pick Two","Low Fat Vegetarian Black Bean, You Pick Two",170,35,2,9,6,0,880,2
Jason's Deli,Entrees,"""Lighter Portion"" Zucchini Garden Pasta","""Lighter Portion"" Zucchini Garden Pasta w/out Bread, Pasta",330,16,26,9,5,0,640,2
Boston Market,Appetizers & Sides,Creamed Spinach,"Creamed Spinach, Home Style Sides",260,11,21,9,4,0,530,2
Carl's Jr.,Entrees,Biscuit 'n' Gravy,Biscuit 'n' Gravy,460,49,26,9,3,7,1400,2
Hardee's,Entrees,Biscuit 'n Gravy,"Biscuit 'n Gravy, Breakfast",460,49,26,9,3,0,1390,2
Outback Steakhouse,Appetizers & Sides,Spinach Artichoke Dip,"Spinach Artichoke Dip, Aussie-tizers to Share",259,17,17,9,3,0.1,731,2
Panera Bread,Salads,"Caesar Salad w/ Dressing, Full","Caesar Salad w/ Caesar Dressing, Asiago Parmesan Blend, Chopped Romaine Lettuce & Asiago Croutons, Full",310,17,24,9,3,0.5,480,2
Taco Bell,Sandwiches,"Doritos Locos Taco Supreme, Beef","Doritos Locos Taco Supreme, Beef",200,15,11,9,3,0,370,2
Taco Bell,Sandwiches,Crunchy Taco Supreme,Crunchy Taco Supreme,200,15,12,9,3,0,320,2
Jason's Deli,Toppings & Ingredients,Spicy Cajun Nut Mix,"Spicy Cajun Nut Mix, for Salad Bar",230,8,18,9,3,0,115,2
Pizza Hut,Appetizers & Sides,"Buffalo Medium, Crispy Bone In Wings, 2 Pieces","Buffalo Medium, Crispy Bone In Wings, 2 Pieces",230,16,15,9,2,0,1010,2
Dominos,Salads,Grilled Chicken Caesar Salad,"Grilled Chicken Caesar Salad, 1 Serving",90,5,3.5,9,2,0,290,2
Panda Express,Entrees,Crispy Shrimp,"Crispy Shrimp, 6 Pieces",260,26,13,9,1,0,810,2
Ci Ci's Pizza,Pizza,"Beef, 15"" To Go Pizza","Beef, 15"" To Go Pizza",210,24,7,9,1,0,560,2
Ci Ci's Pizza,Pizza,"Pepperoni, 15"" To Go Pizza","Pepperoni, 15"" To Go Pizza",210,24,8,9,1,0,530,2
Krystal,Sandwiches,Sausage on Toast,"Sausage on Toast, Breakfast",300,24,20,9,1,0,420,2
Papa John's,Pizza,"Cheese Pizza, Thin Crust, Large","Cheese Pizza, Thin Crust, Specialty Pizzas, Large",230,22,12,9,1,0,380,2
Subway,Sandwiches,"Egg & Cheese on Flatbread, 3""","Egg & Cheese on Flatbread, 3"", Breakfast",190,21,7,9,1,0,520,2
Dominos,Pizza,"Crunchy Thin Crust, Cheese, Small, 10''","Crunchy Thin Crust, Cheese, Small, 10''",220,21,11.5,9,1,0,445,2
Dominos,Pizza,"Crunchy Thin Crust, Cheese, Large, 14''","Crunchy Thin Crust, Cheese, Large, 14''",230,20,11.5,9,1,0,460,2
Dominos,Pizza,"Gluten Free Crust, Bacon Cheeseburger Feast, Small 10""","Gluten Free Crust, Bacon Cheeseburger Feast, Small 10""",210,18,11.5,9,1,0,485,2
Pizza Hut,Appetizers & Sides,"Buffalo Mild, Crispy Bone In Wings, 2 Pieces","Buffalo Mild, Crispy Bone In Wings, 2 Pieces",230,16,15,9,1,0,1040,2
Pizza Hut,Appetizers & Sides,"Buffalo Burnin Hot, Crispy Bone In Wings, 2 Pieces","Buffalo Burnin Hot, Crispy Bone In Wings, 2 Pieces",230,16,15,9,1,0,1020,2
White Castle,Burgers,Breakfast Slider w/ Egg & Cheese,"Breakfast Slider w/ Egg & Cheese, Breakfast",160,13,7,9,1,0,320,2
Golden Corral,Entrees,Spaghetti Bake,"Spaghetti Bake, Hot Buffet",160,9,10,9,1,0,310,2
Krystal,Sandwiches,Sausage Biscuit,"Sausage Biscuit, Breakfast",420,32,28,9,0,4,940,2
Bob Evans,Toppings & Ingredients,"Sausage Gravy Only, Bowl","Sausage Gravy, Breakfast, Seniors, Bowl",359,30,23,9,0,0,1713,2
Dominos,Pizza,"Gluten Free Crust, Cali Chicken Bacon Ranch Legends, Small 10""","Gluten Free Crust, Cali Chicken Bacon Ranch Legends, Small 10""",220,17,12.5,9,0,0,465,2
O'Charley's,Soup,"Clam Chowder, Cup","Clam Chowder, Cup",200,14,12,9,0,1,730,2
Steak 'N Shake,Sandwiches,Shooter w/ Bacon,"Shooter w/ Bacon, Breakfast",170,13,9,9,0,0,420,2
Steak 'N Shake,Sandwiches,Shooter w/ Sausage,"Shooter w/ Sausage, Breakfast",190,13,11,9,0,0,400,2
Golden Corral,Appetizers & Sides,"Sausage, Split Smoked","Sausage, Split Smoked, Breakfast Buffet",250,2,23,9,0,0,790,2
Subway,Toppings & Ingredients,Ham,Ham,60,2,2,9,0,0,520,2
Qdoba,Toppings & Ingredients,"Black Beans, for Burritos","Black Beans, for Burritos & 3 Cheese Nachos",140,23,1,9,13,0,220,1
Church's Chicken,Appetizers & Sides,Red Beans & Rice,Red Beans & Rice,140,37,12,9,8,0,2130,1
Taco Bell,Appetizers & Sides,Pintos n Cheese,"Pintos n Cheese, Sides",180,20,7,9,7,0,560,1
Sonic,Fried Potatoes,"French Fries w/ Chili & Cheese, Small","French Fries w/ Chili & Cheese, Small",380,40,20,9,3,0,650,1
Captain D's,Appetizers & Sides,Jalapeno Poppers,"Jalapeno Poppers, 1 Order",371,35,22,9,3,1,1015,1
Friendly's,Toppings & Ingredients,Ciabatta Roll,"Ciabatta Roll, for Build Your Own Burger",330,48,11,9,2,0,650,1
Bob Evans,Baked Goods,Ciabatta Bread,"Ciabatta Bread, 2 Slices",244,45,3,9,2,0,573,1
Arby's,Fried Potatoes,5 Loaded Potato Bites,5 Loaded Potato Bites; Choice of Adding: Ranch Dipping Sauce,330,31,19,9,2,0,650,1
Long John Silver's,Appetizers & Sides,Breaded Clam Strips,"Breaded Clam Strips, Alaskan Pollock & Seafood, 1 Snack Box",320,29,19,9,2,7,1190,1
Taco Bell,Sandwiches,Cheese Roll-up,Cheese Roll-Up,190,18,9,9,2,0,450,1
Tim Hortons,Sandwiches,Chicken Salad Wrap Snacker,Chicken Salad Wrap Snacker,160,17,6,9,2,0,420,1
Einstein Bros,Soup,"Chicken Noodle Soup, Cup","Chicken Noodle Soup, Cup",120,13,4,9,2,0,950,1
Golden Corral,Entrees,Cajun Carved Sausage,"Cajun Carved Sausage, Hot Buffet",310,0,36,9,2,0,310,1
Panera Bread,Toppings & Ingredients,"Focaccia w/ Asiago Cheese, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich","Focaccia w/ Asiago Cheese, for Half Roasted Turkey Artichoke on Asiago Focaccia Sandwich",260,36,8,9,1,0,360,1
Church's Chicken,Entrees,8 Shrimp,8 Shrimp,280,24,12,9,1,1,830,1
Ci Ci's Pizza,Pizza,"Buffalo Chicken, 15"" To Go Pizza","Buffalo Chicken, 15"" To Go Pizza",190,23,7,9,1,0,670,1
Long John Silver's,Appetizers & Sides,Popcorn Shrimp,"Popcorn Shrimp, Alaskan Pollock & Seafood, 1 Snack Box",270,23,16,9,1,4.5,570,1
Golden Corral,Entrees,Golden Delicious Shrimp,"Golden Delicious Shrimp, Hot Buffet",210,23,9,9,1,0,330,1
Subway,Sandwiches,"Egg White & Cheese on Flatbread, 3""","Egg White & Cheese on Flatbread, Breakfast, 3""",170,21,5,9,1,0,540,1
Captain D's,Entrees,Crab Cake,"Crab Cake, 1 Piece",247,16,16,9,1,1,491,1
Culver's,Soup,Chicken Noodle Soup,Chicken Noodle Soup,112,14,2,9,1,0,1550,1
Carl's Jr.,Sandwiches,"Street Taco, Steak","Street Taco, Steak",130,14,4,9,1,1.5,480,1
Dunkin' Donuts,Sandwiches,Wake-Up Wrap w/ Egg White Veggie,"Wake-Up Wrap w/ Egg White Veggie, Breakfast Sandwiches",150,14,7,9,1,0,360,1
O'Charley's,Soup,"Chicken Harvest Soup, Cup","Chicken Harvest Soup, Cup",160,12,8,9,1,0,920,1
Subway,Toppings & Ingredients,Egg Patty,"Egg Patty, Regular",110,3,7,9,1,0,380,1
Zaxby's,Entrees,1 Chicken Finger,"2 Chicken Finger, Kids & Adults Menu",90,3,4,9,0,0,250,1
IHOP,Appetizers & Sides,4 Turkey Bacon Strips,"4 Turkey Bacon Strips, Breakfast Side",100,2,7,9,0,0,510,1
Subway,Toppings & Ingredients,Turkey Breast,Turkey Breast,50,2,1,9,0,0,500,1
Steak 'N Shake,Entrees,"Egg, Bacon or Sausage & Toast, Kids","Egg, Bacon or Sausage & Toast, Kids",120,2,8,9,0,0,360,1
Golden Corral,Entrees,Italian Roped Sausage,"Italian Roped Sausage, Hot Buffet",190,2,16,9,0,1,350,1
Dominos,Toppings & Ingredients,"Salami, for Small Pizzas","Salami, for Small Pizzas",150,1,12,9,0,0,630,1
Denny's,Appetizers & Sides,2 Bacon Strips,"2 Bacon Strips, Breakfast Sides",140,1,11,9,0,0,467,1
Dominos,Toppings & Ingredients,"Chorizo, for Small Pizzas","Chorizo, for Small Pizzas",60,1,3,9,0,0,430,1
Ruby Tuesday,Appetizers & Sides,"Baked Potato, Plain","Baked Potato, Plain, Fresh Fresh Sides, Ruby Tuesday's Smart Eating Choices",259,52,2,9,10,0,103,0
Olive Garden,Desserts,Black Tie Mousse Cake,Black Tie Mousse Cake,760,73,48,9,8,0,270,0
TGI Friday's,Appetizers & Sides,Crispy Green Bean Fries,"Crispy Green Bean Fries, Appetizers Individual",900,69,65,9,8,0,1720,0
Chili's,Appetizers & Sides,Rice & Black Beans,"Rice & Black Beans, Side",290,49,7,9,7,0,1240,0
Olive Garden,Soup,Pasta e Fagioli Soup,Pasta e Fagioli Soup,130,17,2.5,9,6,0,680,0
Romano's Macaroni Grill,Toppings & Ingredients,Capellini,"Capellini, for Create Your Own Pasta",340,61,6,9,4,0,370,0
Romano's Macaroni Grill,Toppings & Ingredients,Spaghetti,"Spaghetti, for Create Your Own Pasta",340,61,6,9,4,0,370,0
TGI Friday's,Desserts,Chocolate Peanut Butter Pie,"Chocolate Peanut Butter Pie, Desserts Individual",770,67,52,9,3,0,310,0
Olive Garden,Entrees,"Spaghetti Marinara, Featured Sides","Spaghetti Marinara, Specials, Featured Sides",240,42,4,9,3,0,370,0
TGI Friday's,Salads,"Caesar Salad w/ Breadstick, Soups & More","Caesar Salad w/ Breadstick, Soups & More",270,30,14,9,3,0,630,0
Ruby Tuesday,Toppings & Ingredients,"Coconut Crusted Shrimp, Add-On","Coconut Crusted Shrimp, Add-On, for Fork-Tender Ribs",210,18,11,9,3,0,165,0
TGI Friday's,Desserts,"Whiskey Cake, Individual","Whiskey Cake, Desserts Individual",790,108,36,9,2,0,450,0
Ruby Tuesday,Desserts,Blondie for One,"Blondie, Desserts, for One",541,77,23,9,2,0,192,0
Olive Garden,Toppings & Ingredients,"Small Shells, Kids","Small Shells, for Create Your Own Pasta, Kids",230,45,1,9,2,0,15,0
TGI Friday's,Soup,Broccoli Cheese Soup,"Broccoli Cheese Soup; Choice in: Combos, Lunch",300,11,25,9,2,0,1020,0
PF Chang's,Entrees,"Chang's Chicken Lettuce Wraps, Gluten Free","Chang's Chicken Lettuce Wraps, Gluten Free, Gluten Free Menu",135,11,7,9,2,0,673,0
TGI Friday's,Desserts,"Sundae, Kids","Sundae, Desserts Individual, Kids",780,104,36,9,1,0,280,0
Starbucks,Beverages,"Salted Caramel Mocha w/ 2% Milk, Tall","Salted Caramel Mocha w/ 2% Milk, Espresso Beverages, Tall, 12 fl oz",250,46,6,9,1,0,0,0
Romano's Macaroni Grill,Desserts,Quattro Cannoli,Quattro Cannoli,320,45,27,9,1,0.5,110,0
TGI Friday's,Beverages,"Chocolate Milk, Kids","Chocolate Milk, Kids",230,36,5,9,1,0,135,0
Ruby Tuesday,Soup,Broccoli & Cheese Soup,"Broccoli & Cheese Soup, Fresh Combinations",325,23,22,9,1,0,1078,0
Applebee's,Entrees,Fried Shrimp,"Fried Shrimp w/out Sides, Kids",230,16,14,9,1,0,540,0
Chili's,Soup,"Loaded Baked Potato Soup, Cup","Loaded Baked Potato Soup w/out Crackers, Cup",250,13,17,9,1,0,910,0
PF Chang's,Entrees,Shrimp w/ Lobster Sauce,"Shrimp w/ Lobster Sauce, Seafood, Dinner",110,6,5,9,1,0,897,0
Olive Garden,Toppings & Ingredients,"Meatball, Kids","Meatball, for Create Your Own Pasta, Kids",140,4,9,9,1,0,340,0
LongHorn Steakhouse,Desserts,Key Lime Pie,Key Lime Pie,630,102,20,9,0,2,270,0
Red Lobster,Desserts,"Key Lime Pie, Tabletop Book Menu","Key Lime Pie, Desserts, Tabletop Book Menu",580,88,22,9,0,0,450,0
Red Lobster,Appetizers & Sides,Steamed Clams,"Steamed Clams, Seaside Starters",790,55,32,9,0,0,1720,0
Red Lobster,Desserts,New York-Style Cheesecake w/ Strawberries,"New York-Style Cheesecake w/ Strawberries, Desserts, Tabletop Book Menu",520,39,36,9,0,0,270,0
Olive Garden,Toppings & Ingredients,"Penne, Kids","Penne, for Create Your Own Pasta, Kids",200,38,1,9,0,0,5,0
Ruby Tuesday,Soup,Chicken Noodle Soup,"Chicken Noodle Soup, Fresh Combinations",180,18,9,9,0,0,1710,0
Red Lobster,Soup,"Spicy Chicken Tortilla Soup, Cup","Spicy Chicken Tortilla Soup, Cup, Soups & Salads, Lunch & Dinner",150,17,6,9,0,0,1210,0
PF Chang's,Appetizers & Sides,Salt & Pepper Calamari,"Salt & Pepper Calamari, Starter; Choice of Adding: Chili Bean Sauce",203,15,12,9,0,0,417,0
Red Lobster,Soup,"New England Clam Chowder, Cup","New England Clam Chowder, Soups & Salads or 4-Course Feast, Cup, Lunch & Dinner",230,13,17,9,0,0,680,0
LongHorn Steakhouse,Toppings & Ingredients,Parmesan Crusted Topping,"Parmesan Crusted Topping, Great Steak Additions",220,13,15,9,0,0,330,0
LongHorn Steakhouse,Beverages,1% Milk Chug,"1% Milk Chug, Side, Kids & Adults Menu",110,13,2.5,9,0,0,130,0
Olive Garden,Beverages,"1% Low Fat Milk, Kids","1% Low Fat Milk, Kids",110,13,2.5,9,0,0,130,0
Red Lobster,Beverages,"1% Milk, Kids","1% Milk, Kids Cove Menu",110,13,2.5,9,0,0,130,0
LongHorn Steakhouse,Toppings & Ingredients,Grilled Shrimp,"Grilled Shrimp, Great Steak Additions",45,1,0.5,9,0,0,560,0
Qdoba,Toppings & Ingredients,Pinto Beans w/ Cheese,"Pinto Beans w/ Cheese, for Kids Lil' Naked Burrito Meal, Kids Taco Meal & Kids Quesadilla Meal",150,21,3,9,9,0,280,0
Bob Evans,Soup,"Bean Soup, Cup","Bean Soup, Cup, Fit from the Farm, also called Farm Festival Bean Soup",127,18,2,9,5,0,716,0
Panera Bread,Toppings & Ingredients,"French Baguette, for Half Steak & White Cheddar on French Sandwich","French Baguette, for Half Steak & White Cheddar on French Sandwich",250,49,1.5,9,2,0,600,0
Del Taco,Sandwiches,"Taco Al Carbon, Steak","Taco Al Carbon, Steak",210,18,8,9,2,0,400,0
Church's Chicken,Entrees,5 Nuggets,5 Nuggets,160,13,7,9,1,5,760,0
Jack in the Box,Entrees,"Chicken Nuggets, 5 Pieces","Chicken Nuggets, 5 Pieces",238,13,17,9,1,0,604,0
McDonald's,Entrees,"Chicken McNuggets, 4 Pieces","Chicken McNuggets, 4 Pieces",190,12,12,9,1,0,360,0
Wendy's,Entrees,"Spicy Chicken Nuggets, 4 Piece","Spicy Chicken Nuggets, 4 Piece, Right Price Right Size Menu; Choice of Adding Dipping Sauce: Barbecue Nugget Sauce, Honey Mustard Nugget Sauce, Sweet & Sour Nugget Sauce & Heartland Ranch Dipping Sauce",190,10,12,9,1,0,550,0
Pizza Hut,Appetizers & Sides,"All American, Crispy Bone In Wings, 2 Pieces","All American, Crispy Bone In Wings, 2 Pieces",200,8,14,9,1,0,500,0
Denny's,Entrees,Senior Starter,"Senior Starter w/out Choices, 55+ Menu",210,1,19,9,1,0,290,0
Burger King,Entrees,2 Home-Style Chicken Strips,2 Home-Style Chicken Strips,240,23,13,9,0,0,940,0
Outback Steakhouse,Fried Potatoes,"Aussie Cheese Fries, Regular","Aussie Cheese Fries, Regular, Aussie-tizers to Share",327,23,22,9,0,0.5,463,0
Subway,Toppings & Ingredients,Egg White Patty,Egg White Patty,70,3,2,9,0,0,430,0
Friendly's,Appetizers & Sides,"Sausage, 3 Links","Sausage, 3 Links; Choice in: Big-Two-Do, Lumberjack & Senior Breakfasts",300,1,29,9,0,0,410,0
Bob Evans,Appetizers & Sides,1 Turkey Sausage,"1 Turkey Sausage Link, A la Carte",72,1,4,9,0,0,404,0
Dominos,Toppings & Ingredients,"Parmesan, Shredded, for Small Pizzas","Parmesan, Shredded, for Small Pizzas",110,1,8,9,0,0,310,0
Qdoba,Toppings & Ingredients,"Grilled Steak, for Craft 2 Tacos","Grilled Steak, for Craft 2 Tacos & Kids Taco Meal, Kids & Adults Menu",65,1,3,9,0,0,80,0
Panera Bread,Toppings & Ingredients,"Sliced Swiss Cheese, for Full Cuban Chicken on Focaccia Sandwich","Sliced Swiss Cheese, for Full Cuban Chicken on Focaccia Sandwich",110,1,9,9,0,0,70,0
Friendly's,Appetizers & Sides,"Bacon, 3 Strips","Bacon, 3 Strips; Choice in: Big-Two-Do, Lumberjack & Senior Breakfasts",120,0,9,9,0,0,470,0
Steak 'N Shake,Appetizers & Sides,"Tennessee Pride Sausage, 1 Patty","Tennessee Pride Sausage, Homestyle Breakfast, 1 Patty",200,0,18,9,0,0,430,0
Dominos,Toppings & Ingredients,"Sliced Italian Sausage, for Small Pizzas","Sliced Italian Sausage, for Small Pizzas",180,0,15,9,0,0,420,0
Chipotle,Toppings & Ingredients,"Carnitas, Kids","Carnitas, Kids",60,0,2.5,9,0,0,180,0
Bob Evans,Toppings & Ingredients,"Ranchero Picante, Side Portion","Ranchero Picante, Side Portion",37,0,0,9,0,0,92,0
O'Charley's,Appetizers & Sides,Crispy Pickle Chips,Crispy Pickle Chips,914.9,52.51,74.72,8.93,2.8,0.84,2845,3.37
Culver's,Toppings & Ingredients,"Vanilla Custard Mix, for Old Fashioned Cherry Soda","Vanilla Custard Mix, for Old Fashioned Cherry Soda",435.6,43.12,25.3,8.8,0,0,129.8,37.4
Papa Murphy's,Pizza,"Vegetarian Combo, Family Size DeLITE Thin Crust","Vegetarian Combo, Family Size DeLITE Thin Crust",177,17,8.7,8.8,0.5,0,297,2.5
Papa Murphy's,Pizza,"Veggie, Family Size DeLITE Thin Crust","Veggie, Family Size DeLITE Thin Crust",182,14.9,9.5,8.5,0.4,0,246.6,1.3
Papa Murphy's,Pizza,"Hawaiian, Large Size DeLITE Thin Crust","Hawaiian, Large Size DeLITE Thin Crust",158,15.3,7,8.4,0.3,0,280,3.6
Papa Murphy's,Pizza,"Pepperoni, Large Size DeLITE Thin Crust","Pepperoni, Large Size DeLITE Thin Crust",171,13.4,9.3,8.4,0.2,0,300.3,1.9
O'Charley's,Sandwiches,1/2 BLT Sandwich,"1/2 BLT Sandwich, Lunch Combo; Choice of: Soup, Salad or Baked Potato",405.6,30.11,27.4,8.31,1.23,0.64,786.1,4.68
Papa Murphy's,Salads,Caesar Salad,"Caesar Salad; Choice of Adding: Dressing & Croutons, Entire Item",100,7.6,4.8,8.2,4.8,0,234.9,2.8
Papa Murphy's,Pizza,"Cheese, Family Size DeLITE Thin Crust","Cheese, Family Size DeLITE Thin Crust",162,15.1,7.7,8.2,0.2,0,226.6,2
Dairy Queen,Beverages,"Berry Lemon Lively, 704 g","Berry Lemon Lively, Orange Julius Premium Fruit Smoothie, 704 g",750,189,1,8,5,0,150,162
Baskin Robbins,Beverages,"Mango Banana Smoothie, Medium","Mango Banana Smoothie, Medium, 24 fl oz",630,150,2,8,5,0,120,134
Sonic,Beverages,"Chocolate Holiday Mint Shake, Small","Chocolate Holiday Mint Shake, Limited Time Only Product, Small, 432 g",870,141,31,8,0,0,320,119
Baskin Robbins,Beverages,"Tropical Banana Smoothie, Medium","Tropical Banana Smoothie, Medium, 24 fl oz",550,132,1.5,8,6,0,120,113
White Castle,Desserts,"Strawberry Parfait, Strawberry Base, Chicago Region","Strawberry Parfait, Strawberry Base, Chicago Region",650,138,7,8,4,0,270,112
